59	سَبِيل	176	NOUN			سبل
60	كَذَّبَ	176	VERB		2	كذب
61	دَعا	170	VERB		1	دعو
62	أَمْر	166	NOUN			أمر
63	اتَّقَى	166	VERB		8	وقي
64	لَمّا	165	NOUN	NEG		
65	مَع	164	NOUN			
66	عَلِيم	163	NOUN	ADJ		علم
67	بَعْض	157	NOUN			بعض
68	ذُو	156	NOUN	ADJ		
69	كافِر	156	NOUN	ACT_PCPL	1	كفر
70	آخِر	155	NOUN	ADJ		أخر
71	إِلٰه	147	NOUN			أله
72	جَنَّة	147	NOUN	PN		جنن
73	غَيْر	147	NOUN	ADJ		غير
74	نار	145	NOUN			نور
75	دُون	144	NOUN			دون
76	هَدَى	144	VERB		1	هدي
77	حَتَّى	142	PARTICLE			
78	أَرادَ	139	VERB		4	رود
79	أَم	137	PARTICLE			
80	اتَّبَعَ	136	VERB		8	تبع
81	مُوسَى	136	NOUN	PN		
82	قَلْب	132	NOUN			قلب
83	عَبْد	131	NOUN			عبد
84	أَرْسَلَ	130	VERB		4	رسل
85	ظالِم	129	NOUN	ACT_PCPL	1	ظلم
86	لَعَلّ	129	PARTICLE			
87	أَخَذَ	127	VERB		1	أخذ
88	أَهْل	127	NOUN			أهل
89	بَل	127	PARTICLE			
90	اتَّخَذَ	124	VERB		8	أخذ
91	عَبَدَ	122	VERB		1	عبد
92	يَد	120	NOUN			يدي
93	مُبِين	119	NOUN	ACT_PCPL	4	بين
94	رَحِيم	116	NOUN	ADJ		رحم
95	دُنْيا	115	NOUN	ADJ		دنو
96	رَحْمَة	114	NOUN			رحم
97	ظَلَمَ	110	VERB		1	ظلم
98	عَظِيم	107	NOUN	ADJ		عظم
99	سَأَلَ	106	VERB		1	سأل
100	لَن	106	PARTICLE	NEG		
101	وَجَدَ	106	VERB		1	وجد
102	أَجْر	105	NOUN			أجر
103	عِلْم	105	NOUN			علم
104	عَزِيز	101	NOUN	ADJ		عزز
105	أَخْرَجَ	99	VERB		4	خرج
106	حَكِيم	97	NOUN	ADJ		حكم
107	أَكَلَ	93	VERB		1	أكل
108	هَل	93	PARTICLE	INTG		
109	دِين	92	NOUN			دين
110	قَوْل	92	NOUN	VN	1	قول
111	غَفُور	91	NOUN	ADJ		غفر
112	لَيْسَ	89	VERB		1	ليس
113	شَيْطان	88	NOUN	PN		شطن
114	فَعَلَ	88	VERB		1	فعل
115	مَثَل	88	NOUN	ADJ		مثل
116	مَلَك	88	NOUN			ملك
117	نَظَرَ	87	VERB		1	نظر
118	مال	86	NOUN			مول
119	وَلِيّ	86	NOUN			ولي
120	هُدًى	85	NOUN			هدي
121	ذَكَرَ	84	VERB		1	ذكر
122	فَضْل	84	NOUN			فضل
123	لَيْل	84	NOUN			ليل
124	خافَ	83	VERB		1	خوف
125	صَلاة	83	NOUN			صلو
126	قَتَلَ	83	VERB		1	قتل
127	كَيْف	83	NOUN	INTG		كيف
128	أَوَّل	82	NOUN	ADJ		أول
129	أَكْثَر	80	NOUN	ADJ		كثر
130	بُنَىّ	80	NOUN			بني
131	رَجَعَ	79	VERB		1	رجع
132	أَصْحاب	78	NOUN			صحب
133	تَوَلَّى	78	VERB		5	ولي
134	سَمِعَ	78	VERB		1	سمع
135	أَمَرَ	77	VERB		1	أمر
136	جَهَنَّم	77	NOUN	PN		
137	حَياة	76	NOUN			حيي
138	دَخَلَ	76	VERB		1	دخل
139	ذِكْر	76	NOUN	VN	1	ذكر
140	زَوْج	76	NOUN			زوج
141	أَخ	75	NOUN			أخو
142	لَوْلا	75	PARTICLE	COND		
143	مِثْل	75	NOUN			مثل
144	نَبِيّ	75	NOUN			نبأ
145	أَحَد	74	NOUN			أحد
146	خالِد	74	NOUN	ACT_PCPL	1	خلد
147	صالِح	74	NOUN	ACT_PCPL	1	صلح
148	فِرْعَوْن	74	NOUN	PN		
149	جَزَى	73	VERB		1	جزي
150	عالَم	73	NOUN			علم
151	أَطاعَ	72	VERB		4	طوع
152	أَلِيم	72	NOUN	ADJ		ألم
153	أَوْحَى	72	VERB		4	وحي
154	وَجْه	72	NOUN			وجه
155	أَشْرَكَ	71	VERB		4	شرك
156	أَلْقَى	71	VERB		4	لقي
157	إِنسان	71	NOUN			أنس
158	بَيِّنَة	71	NOUN	ADJ		بين
159	عَمَل	71	NOUN			عمل
160	آخَر	70	NOUN	ADJ		أخر
161	قُرْءان	70	NOUN	PN		قرأ
162	قَلِيل	70	NOUN	ADJ		قلل
163	قِيامَة	70	NOUN			قوم
164	وَعَدَ	70	VERB		1	وعد
165	إِبْراهِيم	69	NOUN	PN		
166	أَنفَقَ	68	VERB		4	نفق
167	بَيْت	65	NOUN			بيت
168	غَفَرَ	65	VERB		1	غفر
169	لٰكِن	65	PARTICLE			
170	لٰكِنّ	65	PARTICLE			
171	يَمِين	65	NOUN			يمن
172	آباء	64	NOUN			أبو
173	أَحْبَبْ	64	VERB		4	حبب
174	أَصابَ	64	VERB		4	صوب
175	أَضَلَّ	64	VERB		4	ضلل
176	أُمَّة	64	NOUN			أمم
177	ابْن	63	NOUN			بني
178	تابَ	63	VERB		1	توب
179	كَثِير	63	NOUN	ADJ		كثر
180	ماء	63	NOUN			موه
181	صالِحَة	62	NOUN	ACT_PCPL	1	صلح
182	كَسَبَ	62	VERB		1	كسب
183	نَزَّلَ	62	VERB		2	نزل
184	تَلَى	61	VERB		1	تلو
185	رَزَقَ	61	VERB		1	رزق
186	صادِق	59	NOUN	ACT_PCPL	1	صدق
187	قَضَى	59	VERB		1	قضي
188	نِساء	59	NOUN			نسو
189	نَصَرَ	59	VERB		1	نصر
190	سَيِّئَة	58	NOUN	ADJ		سوأ
191	صَبَرَ	58	VERB		1	صبر
192	نَذِير	58	NOUN			نذر
193	جَرَيْ	57	VERB		1	جري
194	رَحْمٰن	57	NOUN	ADJ		رحم
195	عَيْن	57	NOUN			عين
196	قَرْيَة	57	NOUN			قري
197	نَهار	57	NOUN			نهر
198	شَدِيد	56	NOUN	ADJ		شدد
199	شَهِيد	56	NOUN	ADJ		شهد
200	مَسَّ	56	VERB		1	مسس
201	وَلَد	56	NOUN			ولد
202	أَمّا	55	PARTICLE			
203	رِزْق	55	NOUN			رزق
204	ضَرَبَ	55	VERB		1	ضرب
205	أَقامَ	54	VERB		4	قوم
206	قاتَلَ	54	VERB		3	قتل
207	نَهَر	54	NOUN			نهر
208	جَمِيع	53	NOUN			جمع
209	خَرَجَ	53	VERB		1	خرج
210	ضَلَّ	53	VERB		1	ضلل
211	أَجَل	52	NOUN			أجل
212	بَعَثَ	52	VERB		1	بعث
213	خَلْق	52	NOUN			خلق
214	مُجْرِم	52	NOUN	ACT_PCPL	4	جرم
215	أَحْيا	51	VERB		4	حيي
216	أَهْلَكَ	51	VERB		4	هلك
217	بَصِير	51	NOUN	ADJ		بصر
218	تَحْت	51	NOUN			تحت
219	تَذَكَّرَ	51	VERB		5	ذكر
220	افْتَرَى	50	VERB		8	فري
221	سُوء	50	NOUN			سوأ
222	عَدُوّ	50	NOUN	ADJ		عدو
223	مَوْت	50	NOUN			موت
224	نِعْمَة	50	NOUN			نعم
225	أَعْلَم	49	NOUN	ADJ		علم
226	زادَ	49	VERB		1	زيد
227	عَقَلُ	49	VERB		1	عقل
228	غَيْب	49	NOUN			غيب
229	كَتَبَ	49	VERB		1	كتب
230	مُتَّقي	49	NOUN	ACT_PCPL	8	وقي
231	وَعْد	49	NOUN			وعد
232	بَصَر	48	NOUN			بصر
233	دار	48	NOUN			دور
234	ساعَة	48	NOUN			سوع
235	مُلْك	48	NOUN			ملك
236	سَمِيع	47	NOUN	ADJ		سمع
237	ظَنَّ	47	VERB		1	ظنن
238	أَب	46	NOUN			أبو
239	شَكَرَ	46	VERB		1	شكر
240	نَبَّأَ	46	VERB		2	نبأ
241	إِيمان	45	NOUN	VN	4	أمن
242	حَكَمَ	45	VERB		1	حكم
243	خَبِير	45	NOUN	ADJ		خبر
244	صِراط	45	NOUN			صرط
245	قَدِير	45	NOUN	ADJ		قدر
246	يَذَرَ	45	VERB		1	وذر
247	أَنذَرَ	44	VERB		4	نذر
248	حَسِبَ	44	VERB		1	حسب
249	شَهِدَ	44	VERB		1	شهد
250	صَدْر	44	NOUN			صدر
251	مُشْرِك	44	NOUN	ACT_PCPL	4	شرك
252	مَلَكَتْ	44	VERB		1	ملك
253	نادَى	44	VERB		3	ندي
254	إِسْرائِيل	43	NOUN	PN		
255	حَمْد	43	NOUN			حمد
256	نُوح	43	NOUN	PN		
257	نُور	43	NOUN			نور
258	أُدْخِلَ	42	VERB		4	دخل
259	اسْتَطاعَ	42	VERB		10	طوع
260	جَزاء	42	NOUN			جزي
261	سَبَّحَ	42	VERB		2	سبح
262	سَلام	42	NOUN	ADJ		سلم
263	سَوْف	42	PARTICLE			
264	كَلِمَة	42	NOUN			كلم
265	بَحْر	41	NOUN			بحر
266	حَمَلَ	41	VERB		1	حمل
267	سُبْحان	41	NOUN			سبح
268	عَذَّبَ	41	VERB		2	عذب
269	عَلَّمَ	41	VERB		2	علم
270	فَوْق	41	NOUN			فوق
271	أَرَيْ	40	VERB		4	رأي
272	اسْتَغْفَرَ	40	VERB		10	غفر
273	اسْتَكْبَرَ	40	VERB		10	كبر
274	اهْتَدَى	40	VERB		8	هدي
275	بِئْسَ	40	VERB		1	بأس
276	بَلَغَ	40	VERB		1	بلغ
277	تَرَكَ	40	VERB		1	ترك
278	تَوَكَّلْ	40	VERB		5	وكل
279	خَشِيَ	40	VERB		1	خشي
280	شَرِيك	40	NOUN			شرك
281	كَبِير	40	NOUN	ADJ		كبر
282	وَيْل	40	NOUN			
283	أَلا	39	PARTICLE			
284	إِذْن	39	NOUN			أذن
285	اسْم	39	NOUN			سمو
286	جَبَل	39	NOUN			جبل
287	حَرَّمَ	39	VERB		2	حرم
288	حِساب	39	NOUN	VN	3	حسب
289	ماتَ	39	VERB		1	موت
290	مُسْلِم	39	NOUN	ACT_PCPL	4	سلم
291	بُشِّرَ	38	VERB		2	بشر
292	رَضِيَ	38	VERB		1	رضو
293	ضَلال	38	NOUN			ضلل
294	مُحْسِن	38	NOUN	ACT_PCPL	4	حسن
295	مَعْرُوف	38	NOUN	PASS_PCPL	1	عرف
296	مَيِّت	38	NOUN	ADJ		موت
297	بَشَر	37	NOUN			بشر
298	حَشَرَ	37	VERB		1	حشر
299	ذَنب	37	NOUN			ذنب
300	سُلْطان	37	NOUN			سلط
301	صَدَّ	37	VERB		1	صدد
302	عَصا	37	VERB		1	عصو
303	فاسِق	37	NOUN	ACT_PCPL	1	فسق
304	كُفْر	37	NOUN			كفر
305	مُسْتَقِيم	37	NOUN	ACT_PCPL	10	قوم
306	نَجَّى	37	VERB		2	نجو
307	نَعَم	37	NOUN			نعم
308	يَحْزُن	37	VERB		1	حزن
309	أَحْسَن	36	NOUN	ADJ		حسن
310	ذاقُ	36	VERB		1	ذوق
311	رَدَّ	36	VERB		1	ردد
312	أُمّ	35	NOUN			أمم
313	إِثْم	35	NOUN			أثم
314	اخْتَلَفَ	35	VERB		8	خلف
315	اسْتَوَى	35	VERB		8	سوي
316	بَيَّنُ	35	VERB		2	بين
317	حِين	35	NOUN			حين
318	ذَهَبَ	35	VERB		1	ذهب
319	سَجَدَ	35	VERB		1	سجد
320	مَتاع	35	NOUN			متع
321	مُرْسَل	35	NOUN	PASS_PCPL	4	رسل
322	نَسِيَ	35	VERB		1	نسي
323	نَصِير	35	NOUN	ADJ		نصر
324	آلاء	34	NOUN			ألو
325	ابْتَغَى	34	VERB		8	بغي
326	فِتْنَة	34	NOUN			فتن
327	مَرْيَم	34	NOUN	PN		
328	حَرام	33	NOUN	ADJ		حرم
329	شَمْس	33	NOUN			شمس
330	فَرِيق	33	NOUN			فرق
331	قامَ	33	VERB		1	قوم
332	كَذِب	33	NOUN			كذب
333	كَلّا	33	PARTICLE			
334	أَعْرَضَ	32	VERB		4	عرض
335	خاسِر	32	NOUN	ACT_PCPL	1	خسر
336	ذُرِّيَّة	32	NOUN			ذرر
337	زَكاة	32	NOUN			زكو
338	عاقِبَة	32	NOUN			عقب
339	كاذِب	32	NOUN	ACT_PCPL	1	كذب
340	كَفَى	32	VERB		1	كفي
341	نَهَى	32	VERB		1	نهي
342	أَشَدّ	31	NOUN	ADJ		شدد
343	إِذًا	31	PARTICLE			
344	حَسَنَة	31	NOUN	ADJ		حسن
345	حَيْث	31	NOUN	COND		حيث
346	كَأَنّ	31	PARTICLE			
347	نَفَعَ	31	VERB		1	نفع
348	واحِدَة	31	NOUN	ADJ		وحد
349	حُكْم	30	NOUN			حكم
350	ساءَ	30	VERB		1	سوأ
351	شَرّ	30	NOUN			شرر
352	طَيِّبَة	30	NOUN	ADJ		طيب
353	عاد	30	NOUN	PN	1	عدو
354	عَسَى	30	VERB		1	عسي
355	قُوَّة	30	NOUN			قوي
356	كَرِيم	30	NOUN	ADJ		كرم
357	لَبِثَ	30	VERB		1	لبث
358	مَلَأ	30	NOUN			ملأ
359	واحِد	30	NOUN	ADJ		وحد
360	وَلَّى	30	VERB		2	ولي
361	أَبْصَرَ	29	VERB		4	بصر
362	جُند	29	NOUN			جند
363	رَجُل	29	NOUN			رجل
364	رِيح	29	NOUN			روح
365	عَرْش	29	NOUN			عرش
366	عَهْد	29	NOUN			عهد
367	نَبَأ	29	NOUN			نبأ
368	أَبَدًا	28	NOUN			أبد
369	أَصْبَحَ	28	VERB		4	صبح
370	أَصْلَحَ	28	VERB		4	صلح
371	أَغْنَتْ	28	VERB		4	غني
372	أَنَّى	28	NOUN	INTG		
373	اسْتَجابَ	28	VERB		10	جوب
374	حَدِيث	28	NOUN			حدث
375	رِجال	28	NOUN			رجل
376	رَحِمَ	28	VERB		1	رحم
377	سِحْر	28	NOUN			سحر
378	مُؤْمِنَة	28	NOUN	ACT_PCPL	4	أمن
379	مَسْجِد	28	NOUN			سجد
380	مَصِير	28	NOUN			صير
381	مَغْفِرَة	28	NOUN			غفر
382	أَفْلَحَ	27	VERB		4	فلح
383	باب	27	NOUN			بوب
384	جاهَدَ	27	VERB		3	جهد
385	سَواء	27	NOUN	ADJ		سوي
386	عَفا	27	VERB		1	عفو
387	غافِل	27	NOUN	ACT_PCPL	1	غفل
388	قَدَّمَ	27	VERB		2	قدم
389	قَمَر	27	NOUN			قمر
390	لُوط	27	NOUN	PN		
391	مَكان	27	NOUN			كون
392	مُنافِق	27	NOUN	ACT_PCPL	3	نفق
393	يُوسُف	27	NOUN	PN		
394	آل	26	NOUN			أول
395	أَجْمَع	26	NOUN			جمع
396	امْرَأَت	26	NOUN			مرأ
397	باطِل	26	NOUN	ACT_PCPL	1	بطل
398	ثَمُود	26	NOUN	PN		
399	جَحِيم	26	NOUN			جحم
400	خَوْف	26	NOUN			خوف
401	زَيَّنَ	26	VERB		2	زين
402	شَهادَة	26	NOUN			شهد
403	قَرِيب	26	NOUN	ADJ		قرب
404	كَيْد	26	NOUN			كيد
405	ماذا	26	NOUN	INTG		
406	آدَم	25	NOUN	PN		أدم
407	بَأْس	25	NOUN			بأس
408	بَعِيد	25	NOUN	ADJ		بعد
409	بَغَى	25	VERB		1	بغي
410	جادَلُ	25	VERB		3	جدل
411	جُناح	25	NOUN			جنح
412	خَلا	25	VERB		1	خلو
413	عِيسَى	25	NOUN	PN		
414	قَدَرَ	25	VERB		1	قدر
415	لِسان	25	NOUN			لسن
416	مِيثاق	25	NOUN			وثق
417	يَشْعُرُ	25	VERB		1	شعر
418	أَكْبَر	24	NOUN	ADJ		كبر
419	أُنثَى	24	NOUN			أنث
420	إِيّا	24	NOUN	PRON		
421	تَوَفَّى	24	VERB		5	وفي
422	حَيّ	24	NOUN	ADJ		حيي
423	طائِفَة	24	NOUN	ADJ		طوف
424	طَعام	24	NOUN			طعم
425	غَنِيّ	24	NOUN	ADJ		غني
426	كادَ	24	VERB		1	كود
427	لِقاء	24	NOUN	VN	3	لقي
428	وَراء	24	NOUN			وري
429	وَكِيل	24	NOUN			وكل
430	أَذِنَ	23	VERB		1	أذن
431	أَنجَى	23	VERB		4	نجو
432	إِمّا	23	PARTICLE	COND		
433	بَدَّلَ	23	VERB		2	بدل
434	ذِكْرَى	23	NOUN			ذكر
435	ساجِد	23	NOUN	ACT_PCPL	1	سجد
436	سَبْع	23	NOUN			سبع
437	ظُلُمَة	23	NOUN	ADJ		ظلم
438	فَتَنُ	23	VERB		1	فتن
439	فُلْك	23	NOUN			فلك
440	قَرْن	23	NOUN			قرن
441	لَعَنَ	23	VERB		1	لعن
442	مِسْكِين	23	NOUN	ADJ		سكن
443	يَتِيم	23	NOUN	ADJ		يتم
444	أَذاقَ	22	VERB		4	ذوق
445	أَسْلَمَ	22	VERB		4	سلم
446	بَرّ	22	NOUN	ADJ		برر
447	بَلَى	22	PARTICLE			
448	جَمَعَ	22	VERB		1	جمع
449	جِنّ	22	NOUN			جنن
450	خَلْف	22	NOUN			خلف
451	دُعاء	22	NOUN			دعو
452	رَفَعَ	22	VERB		1	رفع
453	ساحِر	22	NOUN	ACT_PCPL	1	سحر
454	سَخَّرَ	22	VERB		2	سخر
455	سَمْع	22	NOUN			سمع
456	لَدَى	22	NOUN			
457	مَأْوَى	22	NOUN			أوي
458	مَكَرَ	22	VERB		1	مكر
459	نَصْر	22	NOUN			نصر
460	وَهَبَ	22	VERB		1	وهب
461	يَرْجُوا۟	22	VERB		1	رجو
462	أَحْسَنَ	21	VERB		4	حسن
463	أَعْمَى	21	NOUN	ADJ		عمي
464	أَماتَ	21	VERB		4	موت
465	اسْتُهْزِئَ	21	VERB		10	هزأ
466	اشْتَرَى	21	VERB		8	شري
467	حَسَن	21	NOUN	ADJ		حسن
468	رُوح	21	NOUN			روح
469	شاهِد	21	NOUN	ACT_PCPL	1	شهد
470	شَهْر	21	NOUN			شهر
471	ظَنّ	21	NOUN			ظنن
472	كَتَمَ	21	VERB		1	كتم
473	كَم	21	NOUN	INTG		
474	مُسَمًّى	21	NOUN	PASS_PCPL	2	سمو
475	مَشَ	21	VERB		1	مشي
476	مُفْسِد	21	NOUN	ACT_PCPL	4	فسد
477	مُكَذِّب	21	NOUN	ACT_PCPL	2	كذب
478	نَصِيب	21	NOUN			نصب
479	وَضَعَ	21	VERB		1	وضع
480	أَحَلَّ	20	VERB		4	حلل
481	أَعَدَّ	20	VERB		4	عدد
482	أَقْسَمُ	20	VERB		4	قسم
483	أَمِنَ	20	VERB		1	أمن
484	أَنشَأَ	20	VERB		4	نشأ
485	أَوْفَى	20	VERB	ADJ	4	وفي
486	بَلَوْ	20	VERB		1	بلو
487	حِزْب	20	NOUN			حزب
488	حَقَّ	20	VERB		1	حقق
489	حِكْمَة	20	NOUN			حكم
490	حَمِيم	20	NOUN	ADJ		حمم
491	سَبَقَ	20	VERB		1	سبق
492	سَعَى	20	VERB		1	سعي
493	صابِر	20	NOUN	ACT_PCPL	1	صبر
494	ظُلْم	20	NOUN			ظلم
495	عَرَفَ	20	VERB		1	عرف
496	عِقاب	20	NOUN			عقب
497	قَصَّ	20	VERB		1	قصص
498	كَلَّمَ	20	VERB		2	كلم
499	مَرَّة	20	NOUN			مرر
500	هارُون	20	NOUN	PN		
501	أَقْرَب	19	NOUN	ADJ		قرب
502	أَيْن	19	NOUN	INTG		
503	اسْتَعْجَلَ	19	VERB		10	عجل
504	زِينَة	19	NOUN			زين
505	شَجَرَة	19	NOUN			شجر
506	ضُرّ	19	NOUN			ضرر
507	طَيْر	19	NOUN			طير
508	فَوْز	19	NOUN			فوز
509	مُصَدِّق	19	NOUN	ACT_PCPL	2	صدق
510	مُعْرِض	19	NOUN	ACT_PCPL	4	عرض
511	مَكْر	19	NOUN			مكر
512	نَفَخَ	19	VERB		1	نفخ
513	يَضُرَّ	19	VERB		1	ضرر
514	يَفْقَهُ	19	VERB		1	فقه
515	أُخْفِيَ	18	VERB		4	خفي
516	أُذُن	18	NOUN			أذن
517	أَسَرَّ	18	VERB		4	سرر
518	أُعِيدُ	18	VERB		4	عود
519	أَمْسَكَ	18	VERB		4	مسك
520	إِنس	18	NOUN			أنس
521	تَبَيَّنَ	18	VERB		5	بين
522	تَوْراة	18	NOUN	PN		
523	دابَّة	18	NOUN			دبب
524	دُبُر	18	NOUN			دبر
525	دَرَجَة	18	NOUN			درج
526	ذَكَر	18	NOUN			ذكر
527	ذُكِّرَ	18	VERB		2	ذكر
528	رَأْس	18	NOUN			رأس
529	رَيْب	18	NOUN			ريب
530	عادَ	18	VERB		1	عود
531	عالِم	18	NOUN	ACT_PCPL	1	علم
532	لَدُن	18	NOUN			لدن
533	مَتَّعْ	18	VERB		2	متع
534	مُنكَر	18	NOUN	PASS_PCPL	4	نكر
535	مَوْلَى	18	NOUN			ولي
536	نِعْمَ	18	VERB		1	نعم
537	وَفَّى	18	VERB		2	وفي
538	أَحاطَ	17	VERB		4	حوط
539	أَدْرَى	17	VERB		4	دري
540	أُغْرِقُ	17	VERB		4	غرق
541	أَنْعَمَ	17	VERB		4	نعم
542	أَهْواء	17	NOUN			هوي
543	إِسْحاق	17	NOUN	PN		
544	انقَلَبَ	17	VERB		7	قلب
545	بَطْن	17	NOUN			بطن
546	بِنْت	17	NOUN			بني
547	تَأْوِيل	17	NOUN	VN	2	أول
548	تُراب	17	NOUN			ترب
549	تَقْوَى	17	NOUN			وقي
550	ثَمَرَة	17	NOUN			ثمر
551	حُسْنَى	17	NOUN	ADJ		حسن
552	حَمِيد	17	NOUN	ADJ		حمد
553	حَوْل	17	NOUN			حول
554	سُلَيْمان	17	NOUN	PN		
555	فاحِشَة	17	NOUN			فحش
556	فَصَّلَ	17	VERB		2	فصل
557	فَضَّلَ	17	VERB		2	فضل
558	قائِم	17	NOUN	ACT_PCPL	1	قوم
559	كَرِهَ	17	VERB		1	كره
560	مُهْتَدي	17	NOUN	ACT_PCPL	8	هدي
561	نَعِيم	17	NOUN			نعم
562	وَدَّ	17	VERB		1	ودد
563	يَتَفَكَّرُ	17	VERB		5	فكر
564	آمِن	16	NOUN	ACT_PCPL	1	أمن
565	أَتَمَّ	16	VERB		4	تمم
566	أَظْلَم	16	NOUN			ظلم
567	أُفِكَ	16	VERB		1	أفك
568	أَلْباب	16	NOUN			لبب
569	أَنۢبَتَ	16	VERB		4	نبت
570	اسْتَمَعَ	16	VERB		8	سمع
571	انتَهَى	16	VERB		8	نهي
572	بَسَطَ	16	VERB		1	بسط
573	خَسِرَ	16	VERB		1	خسر
574	داوُد	16	NOUN	PN		
575	سارَ	16	VERB		1	سير
576	سَعِير	16	NOUN			سعر
577	سُنَّة	16	NOUN			سنن
578	طَيِّب	16	NOUN	ADJ		طيب
579	فُؤاد	16	NOUN			فأد
580	فَتَحَ	16	VERB		1	فتح
581	فَرِحَ	16	VERB		1	فرح
582	قَدَّرَ	16	VERB		2	قدر
583	قَرَأَ	16	VERB		1	قرأ
584	قُرْبَى	16	NOUN			قرب
585	مَرْجِع	16	NOUN			رجع
586	مَنَّ	16	VERB		1	منن
587	مِيزان	16	NOUN			وزن
588	هاجَرَ	16	VERB		3	هجر
589	وَقَى	16	VERB		1	وقي
590	يَعْقُوب	16	NOUN	PN		
591	أَتْبَعَ	15	VERB		4	تبع
592	أَخَّرَ	15	VERB		2	أخر
593	أَغْنَى	15	VERB		1	غني
594	أَفْسَدُ	15	VERB		4	فسد
595	أُوذِيَ	15	VERB		4	أذي
596	اعْتَدَى	15	VERB		8	عدو
597	بُشْرَى	15	NOUN			بشر
598	بَلاغ	15	NOUN			بلغ
599	تَنزِيل	15	NOUN	VN	2	نزل
600	حَرَج	15	NOUN	ADJ		حرج
601	حَلِيم	15	NOUN	ADJ		حلم
602	رِجْل	15	NOUN			رجل
603	سَكَنَ	15	VERB		1	سكن
604	شَرِبَ	15	VERB		1	شرب
605	شَكّ	15	NOUN			شكك
606	صَبْر	15	NOUN			صبر
607	صَدَقَ	15	VERB		1	صدق
608	صَنَعُ	15	VERB		1	صنع
609	ظَهْر	15	NOUN			ظهر
610	غَرَّ	15	VERB		1	غرر
611	غَلَبُ	15	VERB		1	غلب
612	قِسْط	15	NOUN			قسط
613	كُلَّما	15	NOUN			كلل
614	مُسْرِف	15	NOUN	ACT_PCPL	4	سرف
615	مِلَّة	15	NOUN			ملل
616	مَلِك	15	NOUN	ADJ		ملك
617	مُنذِر	15	NOUN	ACT_PCPL	4	نذر
618	نَصْرانِيّ	15	NOUN	PN		نصر
619	وَعَظْ	15	VERB		1	وعظ
620	يُبْدِيَ	15	VERB		4	بدو
621	يَسِير	15	NOUN	ADJ		يسر
622	أَثَر	14	NOUN			أثر
623	أُخْت	14	NOUN			أخو
624	أَخْلَفُ	14	VERB		4	خلف
625	أَعْتَدَتْ	14	VERB		4	عتد
626	أَلْف	14	NOUN			ألف
627	أَمِين	14	NOUN	ADJ		أمن
628	ابْتِغاء	14	NOUN	VN	8	بغي
629	بَلَد	14	NOUN			بلد
630	تَعالَى	14	VERB		6	علو
631	حُدُود	14	NOUN			حدد
632	حَلَلْ	14	VERB		1	حلل
633	خاشِع	14	NOUN	ACT_PCPL	1	خشع
634	شاكِر	14	NOUN	ACT_PCPL	1	شكر
635	صِدْق	14	NOUN			صدق
636	صَرَفَ	14	VERB		1	صرف
637	ضالّ	14	NOUN	ACT_PCPL	1	ضلل
638	ظِلّ	14	NOUN			ظلل
639	عَدَلَ	14	VERB		1	عدل
640	عَدْل	14	NOUN			عدل
641	غَضَب	14	NOUN			غضب
642	قادِر	14	NOUN	ACT_PCPL	1	قدر
643	كَشَفَ	14	VERB		1	كشف
644	كَفَّرَ	14	VERB		2	كفر
